"FullName","Name","CreationTime","LastWriteTime","Length","Attributes"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2.docx","2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2.docx","5/13/2022 10:32:16 AM","5/13/2022 10:55:27 AM","4458421","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.docx","2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.docx","5/11/2022 3:25:32 PM","5/11/2022 3:25:20 PM","4457155","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","5/13/2022 10:56:52 AM","5/13/2022 11:00:17 AM","2158178","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\ACDSS Performance Evaluation Documents\2017Oct Smart Lights -- System Performance Evaluation Report -- Draft Rev2.pdf","2017Oct Smart Lights -- System Performance Evaluation Report -- Draft Rev2.pdf","5/13/2022 8:55:00 AM","5/13/2022 8:55:00 AM","2188825","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\ACDSS Performance Evaluation Documents\201912_City-wide_Performance_Evaluation_v5.pdf","201912_City-wide_Performance_Evaluation_v5.pdf","5/12/2022 10:34:55 AM","12/20/2019 5:25:01 PM","1077784","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\ACDSS Riyadh Performance Evals\201912_City-wide_Performance_Evaluation_v5.pdf","201912_City-wide_Performance_Evaluation_v5.pdf","5/11/2022 3:46:46 PM","12/20/2019 5:25:01 PM","1077784","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\ACDSS Riyadh Performance Evals\201912_City-wide_Performance_Evaluation_v5.pptx","201912_City-wide_Performance_Evaluation_v5.pptx","5/13/2022 4:11:15 PM","5/13/2022 4:14:14 PM","4280579","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_SantaClara\Demo\Performance Evals\ACDSS Riyadh Performance Evals\201912_City-wide_Performance_Evaluation_v5_.pdf","201912_City-wide_Performance_Evaluation_v5_.pdf","5/13/2022 4:14:32 PM","5/13/2022 4:14:36 PM","1196714","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_Victoria_BC\Deliverables\Requirements\Performance Reports\2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","11/12/2025 12:29:33 PM","5/13/2022 11:00:17 AM","2158178","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_Victoria_BC\Deliverables\Requirements\Performance Reports\20240529_ACDSS-Calgary_Implementation_Evaluation_Report_v0_Final.pdf","20240529_ACDSS-Calgary_Implementation_Evaluation_Report_v0_Final.pdf","11/12/2025 12:47:56 PM","11/12/2025 12:45:24 PM","4771110","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_Victoria_BC\Deliverables\Requirements\Requirements\2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","11/12/2025 2:20:33 PM","5/13/2022 11:00:17 AM","2158178","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_Victoria_BC\Deliverables\Requirements\Requirements\20240529_ACDSS-Calgary_Implementation_Evaluation_Report_v0_Final.pdf","20240529_ACDSS-Calgary_Implementation_Evaluation_Report_v0_Final.pdf","11/12/2025 2:20:33 PM","11/12/2025 12:45:24 PM","4771110","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_Victoria_BC\Deliverables\_Sent 2025-11-12\2. Requirements Table\2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","2017Oct Smart Lights -- System Performance Evaluation Report -- Rev2_draft.pdf","11/12/2025 2:21:08 PM","5/13/2022 11:00:17 AM","2158178","Archive"
"F:\Bids and Proposals\Past_Proposals\ACDSS_Victoria_BC\Deliverables\_Sent 2025-11-12\2. Requirements Table\20240529_ACDSS-Calgary_Implementation_Evaluation_Report_v0_Final.pdf","20240529_ACDSS-Calgary_Implementation_Evaluation_Report_v0_Final.pdf","11/12/2025 2:21:08 PM","11/12/2025 12:45:24 PM","4771110","Archive"
"F:\Bids and Proposals\Past_Proposals\Archive\LaBella_NYSTA\KLD Project Descriptions Rev1.docx","KLD Project Descriptions Rev1.docx","2/20/2014 12:38:46 PM","2/20/2014 12:38:48 PM","9587211","Archive"
"F:\Bids and Proposals\Past_Proposals\Arup Northwest Stadium\Contract Items","Contract Items","11/22/2024 12:24:23 PM","2/19/2025 8:25:44 AM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Subcontract","Subcontract","11/2/2023 2:01:43 PM","10/24/2022 11:14:31 AM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\2-Lane with SSE\HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0.docx","HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0.docx","4/4/2021 3:43:06 PM","4/4/2021 4:11:36 PM","268647","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\2-Lane with SSE\HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0a.docx","HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0a.docx","4/4/2021 4:24:08 PM","4/4/2021 4:24:07 PM","271080","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\2-Lane with SSE\HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0b Text.docx","HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0b Text.docx","4/4/2021 6:29:44 PM","4/4/2021 6:29:56 PM","272242","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\2-Lane with SSE\HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0b.docx","HBKBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0b.docx","4/4/2021 4:49:15 PM","4/4/2021 6:22:30 PM","273726","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\2-Lane with SSE\~$KBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0a.docx","~$KBQE-CM#XX-BQE 2Lane Evaluation KLD Rev0a.docx","4/4/2021 4:24:10 PM","4/4/2021 4:24:10 PM","162","Hidden, Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Invoices\Instructions\HBKBQE_Contract_SR-4-PrincipalsTime.pdf","HBKBQE_Contract_SR-4-PrincipalsTime.pdf","10/2/2017 6:31:02 AM","10/2/2017 6:31:02 AM","393897","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Post Proposal\NYCDOT HBKBQE Draft Subcontract KLD - Non Field.pdf","NYCDOT HBKBQE Draft Subcontract KLD - Non Field.pdf","6/11/2017 7:07:32 AM","6/11/2017 7:07:33 AM","687208","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Proposal\project description template.docx","project description template.docx","7/14/2016 3:41:46 AM","7/7/2016 4:43:54 PM","19455","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Proposal\Cost Negotiations\OLD\Cost Negotiations\Proposal\Pages from HBKBQE_Executed_Contract-TrafficScope.pdf","Pages from HBKBQE_Executed_Contract-TrafficScope.pdf","1/17/2021 9:46:37 PM","12/17/2018 9:29:54 AM","153651","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Subcontract\649069_KLD Subcontract Supplemental Agreement #1_Rev1 with Redlined Corrections.pdf","649069_KLD Subcontract Supplemental Agreement #1_Rev1 with Redlined Corrections.pdf","10/29/2020 9:56:32 PM","10/29/2020 9:56:33 PM","1037909","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Subcontract\649069_KLD Subcontract Supplemental Agreement #1_Rev1 with Redlined CorrectionsSigned.pdf","649069_KLD Subcontract Supplemental Agreement #1_Rev1 with Redlined CorrectionsSigned.pdf","10/29/2020 9:57:06 PM","10/29/2020 10:00:04 PM","1139880","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Subcontract\NYCDOT HBKBQE Subcontract KLD- Non Field - Final With Attachments (Shrunk).pdf","NYCDOT HBKBQE Subcontract KLD- Non Field - Final With Attachments (Shrunk).pdf","2/28/2018 5:58:32 AM","2/28/2018 5:58:37 AM","15039364","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Subcontract\NYCDOT HBKBQE Subcontract KLD- Non Field - Final With Attachments.pdf","NYCDOT HBKBQE Subcontract KLD- Non Field - Final With Attachments.pdf","11/9/2017 3:45:10 PM","11/9/2017 3:45:37 PM","22275698","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#1\649069_KLD Subcontract Supplemental Agreement #1_Rev1 with Redlined Corrections.pdf","649069_KLD Subcontract Supplemental Agreement #1_Rev1 with Redlined Corrections.pdf","10/29/2020 10:45:52 PM","10/29/2020 10:45:04 PM","1037909","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#3\649069_KLD Subcontract Supplemental Agreement #3_Rev0.pdf","649069_KLD Subcontract Supplemental Agreement #3_Rev0.pdf","7/16/2021 6:40:32 AM","7/22/2021 4:07:36 PM","1166424","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#3\649069_KLD Subcontract Supplemental Agreement #3_Rev0_KLD.pdf","649069_KLD Subcontract Supplemental Agreement #3_Rev0_KLD.pdf","7/22/2021 4:16:27 PM","7/22/2021 4:16:27 PM","1218988","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#4\649069_KLD Subcontract Supplemental Agreement #4_Rev0.pdf","649069_KLD Subcontract Supplemental Agreement #4_Rev0.pdf","5/6/2022 10:15:03 AM","5/6/2022 10:15:04 AM","494813","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#4\649069_KLD Subcontract Supplemental Agreement #4_Rev0_KLD.pdf","649069_KLD Subcontract Supplemental Agreement #4_Rev0_KLD.pdf","5/6/2022 10:18:08 AM","5/6/2022 10:18:10 AM","519632","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#5\649069_KLD Subcontract Supplemental Agreement #5_Rev0 KLD.pdf","649069_KLD Subcontract Supplemental Agreement #5_Rev0 KLD.pdf","3/10/2023 5:04:00 PM","3/10/2023 5:04:29 PM","934654","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#5\649069_KLD Subcontract Supplemental Agreement #5_Rev0 SM.pdf","649069_KLD Subcontract Supplemental Agreement #5_Rev0 SM.pdf","3/10/2023 5:01:43 PM","3/10/2023 5:01:45 PM","520919","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#5\649069_KLD Subcontract Supplemental Agreement #5_Rev0.pdf","649069_KLD Subcontract Supplemental Agreement #5_Rev0.pdf","3/9/2023 3:16:36 PM","3/9/2023 3:16:37 PM","494380","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#5\649069_KLD Subcontract Supplemental Agreement #5_Rev1_Procurement_Approved_Document_2nd_Review KLD.pdf","649069_KLD Subcontract Supplemental Agreement #5_Rev1_Procurement_Approved_Document_2nd_Review KLD.pdf","8/9/2023 5:06:34 PM","8/9/2023 5:07:00 PM","3237446","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#5\649069_KLD Subcontract Supplemental Agreement #5_Rev1_Procurement_Approved_Document_2nd_Review.pdf","649069_KLD Subcontract Supplemental Agreement #5_Rev1_Procurement_Approved_Document_2nd_Review.pdf","8/9/2023 12:31:04 PM","8/9/2023 12:31:06 PM","3495043","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#5\649069_KLD Subcontract Supplemental Agreement 5_Rev1_Executed.pdf","649069_KLD Subcontract Supplemental Agreement 5_Rev1_Executed.pdf","8/14/2023 9:34:26 AM","8/14/2023 9:34:29 AM","6729425","Archive"
"F:\Bids and Proposals\Past_Proposals\BQE_Triplecantilever_PhaseII_947\URS_PTG\Supplemental Agreements\SA#6\649069_KLD Subcontract Supplemental Agreement #6_Rev1.pdf","649069_KLD Subcontract Supplemental Agreement #6_Rev1.pdf","11/1/2024 3:24:58 PM","11/1/2024 3:24:58 PM","1591070","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Bridgehampton\Invoices\2018\20181011_Invoice950-1_EquinoxBridgehampton_toCashin.pdf","20181011_Invoice950-1_EquinoxBridgehampton_toCashin.pdf","10/11/2018 10:57:54 AM","10/11/2018 10:57:54 AM","24044","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Bridgehampton\Invoices\2018\20190118_Invoice950-2_EquinoxBridgehamptonZBA_toCashin.pdf","20190118_Invoice950-2_EquinoxBridgehamptonZBA_toCashin.pdf","1/18/2019 10:18:00 AM","1/18/2019 10:18:17 AM","16566","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Bridgehampton\Proposals\2017\Data Received from Cashin","Data Received from Cashin","11/2/2023 2:01:48 PM","7/30/2018 3:15:53 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Cashin\Bridgehampton\Proposals\2018\Data Received from Cashin","Data Received from Cashin","11/2/2023 2:01:49 PM","7/30/2018 2:43:08 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Cashin\Bridgehampton\Proposals\2018\2018730_DataCollectionPlan_toCashin.pdf","2018730_DataCollectionPlan_toCashin.pdf","7/31/2018 2:12:38 PM","7/31/2018 7:24:15 PM","1501813","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\SCCC\From Cashin","From Cashin","11/2/2023 2:01:54 PM","8/15/2016 10:21:50 AM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\Cashin\SCCC\R1600004 - Oral Presentation Letter with questions - Cashin & Associates - 1-7-16.pdf","R1600004 - Oral Presentation Letter with questions - Cashin & Associates - 1-7-16.pdf","1/11/2016 1:53:22 PM","1/11/2016 1:53:22 PM","120076","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\SCCC\SCCC Cashin KLD Budget v0.xlsx","SCCC Cashin KLD Budget v0.xlsx","12/10/2015 6:53:21 PM","12/10/2015 6:53:21 PM","14334","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\SCCC\SCCC Cashin KLD Budget v1.xlsx","SCCC Cashin KLD Budget v1.xlsx","12/10/2015 7:08:02 PM","12/10/2015 7:51:58 PM","14651","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\CashinProposal.jpg","CashinProposal.jpg","4/1/2015 6:13:28 AM","4/1/2015 9:17:00 AM","2799400","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\CashinProposal_Aerial.jpg","CashinProposal_Aerial.jpg","4/1/2015 6:13:33 AM","4/1/2015 9:17:00 AM","6309324","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\Cashin_v4.xlsx","Cashin_v4.xlsx","4/2/2015 5:00:58 AM","4/2/2015 11:57:24 AM","86158","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\archive\Cashin_v1.xlsx","Cashin_v1.xlsx","3/27/2015 9:58:00 PM","3/27/2015 9:58:01 PM","14340","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\archive\Cashin_v2.xlsx","Cashin_v2.xlsx","3/31/2015 5:17:54 AM","3/31/2015 6:02:38 AM","16938","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\archive\Cashin_v3.xlsx","Cashin_v3.xlsx","4/2/2015 2:54:44 AM","4/2/2015 3:18:09 AM","17883","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\KML\Cashin.kml","Cashin.kml","3/26/2015 5:32:31 PM","3/26/2015 5:32:31 PM","11180","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\KML\Cashin.kmz","Cashin.kmz","3/26/2015 5:31:59 PM","3/26/2015 5:31:59 PM","1970","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\KML\Cashin_032715.kml","Cashin_032715.kml","3/27/2015 10:23:54 AM","3/27/2015 10:23:54 AM","19545","Archive"
"F:\Bids and Proposals\Past_Proposals\Cashin\Suffolk HUB TIS\Sent\Letter_To_Cashin_Re_OH_v0.docx","Letter_To_Cashin_Re_OH_v0.docx","4/2/2015 10:04:45 AM","4/2/2015 10:04:47 AM","63218","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_AECOM_Planning\KLD -- (NYCDOT ESA) Project description template.docx","KLD -- (NYCDOT ESA) Project description template.docx","12/13/2011 2:54:55 PM","12/13/2011 4:52:01 PM","34239","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_AECOM_Planning\As-submitted\Dec-13-2011\KLD -- (NYCDOT ESA) Project description template.docx","KLD -- (NYCDOT ESA) Project description template.docx","12/13/2011 4:52:13 PM","12/13/2011 4:52:01 PM","34239","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_AECOM_Planning\From AECOM\(NYCDOT ESA) Project description template.doc","(NYCDOT ESA) Project description template.doc","12/11/2011 12:10:11 PM","12/9/2011 5:33:53 PM","35328","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Contracts","Contracts","11/2/2023 2:02:09 PM","9/27/2019 3:23:35 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\HWCESA16B_Subbcontractor Profile Form_KLD.xlsx","HWCESA16B_Subbcontractor Profile Form_KLD.xlsx","3/30/2017 9:54:43 PM","3/30/2017 10:29:38 PM","58626","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Contracts\HWCESA16B_Draft Signed Contract_Redacted_KLD.pdf","HWCESA16B_Draft Signed Contract_Redacted_KLD.pdf","9/7/2018 3:47:45 PM","9/27/2019 3:23:35 PM","31364061","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Contracts\NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD.docx","NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD.docx","9/7/2018 3:47:55 PM","9/7/2018 3:47:55 PM","40607","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Contracts\NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD_Highlight.docx","NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD_Highlight.docx","9/7/2018 5:32:49 PM","9/7/2018 5:57:02 PM","41559","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Contracts\NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD_signed.pdf","NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD_signed.pdf","9/7/2018 5:57:38 PM","9/7/2018 6:57:46 PM","418378","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Correspondence\Fwd  NYCDOT - ESA Contract.msg","Fwd  NYCDOT - ESA Contract.msg","7/5/2017 4:36:05 PM","7/5/2017 4:36:05 PM","181248","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Correspondence\Re  FW  NYCDOT - ESA Contract.msg","Re  FW  NYCDOT - ESA Contract.msg","7/10/2017 12:45:43 PM","7/10/2017 12:45:43 PM","655872","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Sent\Contract","Contract","11/2/2023 2:02:11 PM","9/26/2018 1:54:47 PM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Sent\Companion to Subcontractor Profile.pdf","Companion to Subcontractor Profile.pdf","3/31/2017 12:41:14 PM","3/31/2017 2:29:47 PM","1555753","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Sent\HWCESA16B_Subbcontractor Profile Form_KLDv2.xlsx","HWCESA16B_Subbcontractor Profile Form_KLDv2.xlsx","3/31/2017 12:35:44 PM","3/31/2017 12:35:44 PM","58230","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_2016\AKRF\Sent\Contract\NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD_EXECUTED.pdf","NYCDOT ESA - SUBCONTRACT AGREEMENT_KLD_EXECUTED.pdf","9/26/2018 1:54:47 PM","9/26/2018 1:54:47 PM","723409","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\Contract and Rates","Contract and Rates","11/2/2023 2:02:15 PM","8/4/2017 10:27:10 AM",,"Directory"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\KLD -- Subcontractor Profile Form Rev (Nov 2013).xlsx","KLD -- Subcontractor Profile Form Rev (Nov 2013).xlsx","4/29/2014 7:03:25 AM","4/29/2014 7:03:26 AM","53956","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\KLD Project Descriptionsv4.docx","KLD Project Descriptionsv4.docx","12/16/2013 1:42:23 AM","12/6/2010 5:18:42 PM","7586663","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\KLD Project Descriptions_120211.docx","KLD Project Descriptions_120211.docx","12/16/2013 1:42:04 AM","12/17/2011 12:15:13 AM","8624577","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\Subcontractor Profile Form Rev (Nov 2013).xlsx","Subcontractor Profile Form Rev (Nov 2013).xlsx","4/29/2014 6:56:48 AM","4/29/2014 6:56:49 AM","55633","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\2016-Nov\20161118 Subcontractor Profile Form  KLD.xlsx","20161118 Subcontractor Profile Form  KLD.xlsx","11/18/2016 3:05:23 PM","11/18/2016 3:05:24 PM","57079","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\2016-Nov\Companion to Subcontractor Profile.pdf","Companion to Subcontractor Profile.pdf","11/18/2016 3:45:46 PM","11/18/2016 3:45:51 PM","1524621","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\Contract and Rates\CONTRACT -KLD.pdf","CONTRACT -KLD.pdf","7/30/2014 1:58:07 PM","7/30/2014 1:58:10 PM","7973074","Archive"
"F:\Bids and Proposals\Past_Proposals\ESA_CPM_HDR\2013_2016\Contract and Rates\HDR ESA - KLD Subcontract - KLD Signed Rev1.pdf","HDR ESA - KLD Subcontract - KLD Signed Rev1.pdf","7/31/2014 9:50:35 AM","7/31/2014 9:50:35 AM","6151034","Archive"
